"id","brand","model","year","category","engine_capacity"
"20463173a8a4950a012c83dcda70dd6b","Suzuki","GSX-R1000",2018,"Sport",1000
"20507cc8d238db5e91ddeb582d50ef9b","Jawa","350 Chopper",2000,"Custom / cruiser",350
"20536f07a9161c70bb5ebec5ba31369a","Harley-Davidson","FLSTI Heritage Softail",2006,"Custom / cruiser",1440
"2054f18e302c478c7da2979d2ed776d3","BMW","R 1200 GS Adventure Triple Black",2012,"Enduro / offroad",1170
"20574e3d3d493f79dd5d600af90baf66","Suzuki","GSX 750 S Katana",1983,"Classic",750
"20598e06f97700c469b6b8e6b17a38c0","Harley-Davidson","FLHTC 1340 Electra Glide Classic",1984,"Touring",1340
"205b1dbfafa6869f17ec16af453e9e5b","Honda","Gold Wing Audio Comfort Navi XM",2010,"Touring",1830
"2068012ddc4eb0f77ac1b560cb1cd561","Triumph","Scrambler",2006,"Classic",870
"20680284bf4435c7cf8a78d29ea4dac9","Cagiva","Canyon 600",1997,"Enduro / offroad",600
"206952012a44d73cf63869a350e4d3f7","Highland","Super Motard",2007,"Super motard",940
"206c585627d77489816b8c03b3a7b07d","Suzuki","V-Strom 1000 ABS Adventure",2016,"Super motard",1040
"207de634b0b56fbe20cf8aba5045bbfb","Suzuki","VX 800",1995,"Naked bike",810
"207f7203aace72f6d399bb88ae687643","Honda","NT 650 V Deauville",1999,"Touring",650
"208f8ed6dae7f503abb5a895473c4c6b","Kawasaki","Vulcan 2000",2006,"Custom / cruiser",2050
"209766bd26148c3e314fef050eae5ab3","Ridley","Auto-Glide Old School",2007,"Custom / cruiser",740
"209870ec28a2007c5d0c24a56b68624e","Honda","VTX 1800",2004,"Custom / cruiser",1830
"209c37cf17f559133eaf057c552d7df5","Harley-Davidson","FLTRSE3 CVO Road Glide",2009,"Custom / cruiser",1800
"20a52d2fd46677c76d21fbe66c15d472","Moto Guzzi","Guzzi Norge GT 8V",2016,"Sport touring",1150
"20b180ac6c3ab6675c7d279822e187a2","Moto Guzzi","Guzzi V9 Bobber",2021,"Allround",850
"20b1da87f5b3ffc8c691c05cc99d7a69","Yamaha","XTZ 600 Ténéré",1997,"Enduro / offroad",660
"20b4920ef5e43c1e785d50776ea6ac78","Triumph","Tiger",2003,"Enduro / offroad",960
"20b50697c1df99eb5e7fcc3d121f8d30","Harley-Davidson","Softail Fat Boy",2017,"Custom / cruiser",1690
"20b53fcb197962b71d477dd8abc95cc0","KTM","690 Enduro R",2020,"Enduro / offroad",690
"20b68c2e2d9fcd44fde9fe8003b30880","Ural","Retro 750",2009,"Classic",750
"20b6fca1b93aace21c6c1d42b84c4094","Suzuki","VS 1400 GLP Intruder",1998,"Custom / cruiser",1360
"20b7c68ef7e511f716a9c33c383fc797","Suzuki","GSX 1100 F (reduced effect)",1992,"Sport",1130
"20bb130f3c59410d91ad63985551351c","Yamaha","TT 600 E",1996,"Enduro / offroad",600
"20c8abd8b5a6398c00dbff74164ef2c1","Triumph","Tiger",2006,"Sport",960
"20cabbc9417215a1f67a766f3d2deeec","Honda","VF 1100 S",1984,"Sport touring",1100
"20ce997162cab678bd6d02beafb7b8b0","Husqvarna","TE 510",2005,"Enduro / offroad",500
"20d10771ee2dfdc55af7bc328b7d8545","Kawasaki","Versys",2013,"Allround",650
"20db2136cd23f9bac6e50fe76a753e38","Aprilia","Tuareg 660",2023,"Super motard",660
"20e3c373d07e4f41019cfa53a746d1ed","BMW","F 850 GS",2019,"Enduro / offroad",850
"20e6edc1f44f80c7ad5d8765c1cd35da","Honda","VTX 1300",2004,"Custom / cruiser",1310
"20e8bcd2974a2b8f027ced7569eef9ac","Honda","CBR400R",2014,"Sport",400
"20ec4fa6fa1c46bd6f6d7128538ff34a","Kreidler","Supermoto 250 DD",2012,"Super motard",250
"20fb16ea22252b4d82077621ff2f66c6","Triumph","Daytona 675 R",2016,"Sport",680
"2100a87fa2e3f27865472356ba48d02b","Suzuki","Boulevard C50T",2012,"Touring",810
"2102d25eac9611b1737b18b1f6229c77","Yamaha","Stratoliner",2007,"Custom / cruiser",1850
"21110aab7b226842c73d60e744724d35","Yamaha","FZ8",2015,"Sport",780
"2112253b08782e7a36be475e042598e2","Yamaha","Super Tenere",2013,"Super motard",1200
"2115abf85eafe48610095e0b55c1c45f","BMW","C 650 GT",2013,"Scooter",650
"211a5d9213ffff4568baf6ed2bbe4f53","Moto Guzzi","Guzzi V 1000 G 5",1981,"Touring",950
"2122c178e95e5872ab6f336fd9efad66","UM","Xpeed 250i",2008,"Scooter",250
"212abe570a8689e926ec53cecf6cf4b9","Yamaha","XT 600 (reduced effect)",1986,"Allround",600
"213113f806b64da253f6699e53971887","BMW","K 1200 R",2005,"Naked bike",1160
"2134a1f9cdca3928edc019cd6dee5587","Kawasaki","KLX300",2022,"Enduro / offroad",290
"213ab14780aefbe25dd7d60d927a6f99","Hero Honda","Honda Karizma",2008,"Sport",220
"213be522ddced31edb92e70b9e87256c","Bimota","Tesi H2",2021,"Sport",1000
"2144c98caf80f9bdafe6ac89a32c00f1","Demak","Skyline GT",2018,"Naked bike",250
"2145b3602c0abaea5b2f1cc309079e09","Moto Guzzi","Guzzi California EV 80",2002,"Custom / cruiser",1060
"2155fb7bc82feda4785f7c09860d8f38","Ducati","Monster 696",2008,"Naked bike",700
"215a34262a79498c6f0f67736ed42147","Vespa","GTS 300",2021,"Scooter",280
"215b44eab2908f53c15cd59c1263e585","CF Moto","Moto 650NK",2014,"Naked bike",650
"215f7afe177ab9eaadf75caf25dfea1a","Suzuki","DR 600 S",1986,"Enduro / offroad",590
"21624cb2d7b9d82dbfa2dbe17d865de1","MV Agusta","Agusta Dragster RR SCS",2023,"Naked bike",800
"216454415ba06177d7420ce26d66076d","Triumph","Street Triple S",2020,"Naked bike",760
"216fe972f8f38f30bafe4f17c1eda9c3","KTM","390 Duke",2023,"Naked bike",370
"21705fc9382ce4062447af9c63bf78fd","Suzuki","SV 1000 S",2007,"Naked bike",1000
"21711f085a3ec3426a7e02a6f8e81952","Husqvarna","701 Supermoto",2020,"Super motard",690
"217b1773e6129c7db881f84c9dca4b9c","Harley-Davidson","FLHS Electra Glide Sport",1981,"Custom / cruiser",1340
"2182faad1492f2416c8d914c0f746883","Triumph","America",2010,"Custom / cruiser",870
"21832c4eaa93d066d3ca3a55e5a78daf","Husqvarna","701 Supermoto",2016,"Super motard",690
"218564dadbb3bec608448aabc0d98d46","Leonhardt","Gunbus 410",2013,"Sport",6730
"2188b52ae69ff4a6bf3ac766c19edf5a","Honda","X-Eleven",2001,"Naked bike",1140
"21892a013ecb01abd5f5d9a082569be5","Honda","CX 500 C",1982,"Custom / cruiser",500
"218ceca59f46b2fd72dde2e4eff8f217","Buell","Firebolt XB9R",2006,"Sport",980
"218ff7ce60ed33de520d28fe931b904b","Bimota","DB3 Mantra",2000,"Naked bike",900
"219cb39ce23a317128f464eb8b0b2a9e","Highland","Dirt Trac",2007,"Super motard",750
"219dbbda548a6f8b92dfc4d7f554ce47","Honda","CB 900 F 2 Bol d`Or",1983,"Touring",900
"219ea53a4646324c6e10bbaa350c9a56","Benelli","TRK 502 X ABS",2019,"Allround",500
"21a7ddabe2249898de4ea0c85728d5c1","Keeway","TX 200 EN",2014,"Enduro / offroad",200
"21aa7035464e1cda73b305e5f57ece4e","Malaguti","Madison 3 250 i.e.",2009,"Scooter",240
"21ae635ac8d2fe5547f339201108f5af","Beta","Rev 3 200",2006,"Trial",200
"21b3d15f123e89c87c98631f097e4b5b","Yamaha","XVZ 1300 A Royal Star",2000,"Custom / cruiser",1290
"21b72680d6b25ed765a85111ff7427fe","Buell","Lightning CityX XB9SX",2009,"Naked bike",980
"21b75bd996b29d5aa470dbb49e498e73","Kawasaki","Versys 650 Grand Tourer",2016,"Sport touring",650
"21b9883e8c8552d511e3b388c3a606ae","BMW","R 65 (reduced effect)",1986,"Touring",650
"21bdfa0e951f0372d6435676e530d4f9","Ducati","Scrambler Mach 2.0",2018,"Classic",800
"21be7f72b11ccd55e051b5a0e98d7a0f","Kawasaki","Ninja  ZX-10R",2014,"Sport",1000
"21be84ceca048daa1b41a514decb101f","Aprilia","RSV4 RF",2016,"Sport",1000
"21c813f1a8ed3d212099a5b65cd6dd65","Suzuki","DR-Z400S",2004,"Enduro / offroad",400
"21c9d4533b89f74f59baf22af9cbd9d0","Suzuki","SV650SF ABS",2009,"Sport",650
"21d01db9e34e6f45619c7c088f4115db","Benelli","TRK 502 X",2022,"Allround",500
"21d64ba7a2b9185831f0229e5e7ae2ec","Track","T-800CDI 1E Black",2012,"Enduro / offroad",800
"21e1585bb799ab2f30fe760cd098404d","Kawasaki","GPZ 500 S (reduced effect)",1987,"Sport touring",500
"21e25e5ea07217cd4feb22e5c66253bd","Yamaha","IT 250",1982,"Enduro / offroad",250
"21e3019d023c3263acc72ffce5dfb75f","Mikilon","D71-250",2012,"Cross / motocross",250
"21f37961d524aa151a9ff45e67591a9f","Triumph","Daytona 675",2014,"Sport",680
"21f97b989a4923cdc5ceb4187e6f5104","Suzuki","DR 350 SHC",1992,"Enduro / offroad",350
"22021100386a9e130d8cd963a1a6c787","Harley-Davidson","V-Rod Muscle",2016,"Custom / cruiser",1250
"220511dabea08af5aa88f6ee41aa8ce1","Piaggio","BV Tourer 250",2011,"Scooter",250
"2206c7f1a489ded4214e0091d4811c76","Yamaha","V Star 1300 Tourer",2015,"Touring",1310
"220729873f22276283979702714fccf0","Honda","CRF250L ABS",2017,"Enduro / offroad",250
"22078aa22f5b644a3f733665f044768a","Honda","CB 650",1980,"Classic",630
"221536d06090f7bc049e020355b31bf7","Yamaha","XJR1300",2008,"Allround",1250
"221a78b5ca72e6728177fc53ec4042ab","Yamaha","MT-10",2022,"Naked bike",1000
"221b131f0240a87c724e768da6fdb6ea","Aprilia","Dorsoduro 750 ABS",2015,"Super motard",750
"2225a4ace6d64f0cd5b132a6fb5925b1","Honda","CRF1000L Adventure Sports",2022,"Enduro / offroad",1080
"2228e8dc28253fee8cc2a40657521de7","KTM","1190 Adventure R",2015,"Allround",1200
"2229dbff571a22035271e05d2156541b","Triumph","Tiger 800 XC",2014,"Super motard",800
"222a039b973a6790aa69792d5b236b9f","BMW","K 1300 S",2012,"Sport",1290
"222e7d2d739bf826f749a40051414b5a","CCM","SR40",2011,"Classic",400
"2230b37e1be8396ceb728c8e30c3d9ae","Harley-Davidson","XL 1200L Sportster 1200 Low",2006,"Custom / cruiser",1200
"223a36d701acf348a94ccd5ff050ca60","KTM","1190 RC8 R",2015,"Sport",1200
"223c27c24b8c0ab8d60e54dde744ade6","Yamaha","YZF-R7",2001,"Sport",750
"225115d1fdac6928cade45a53ebbcd88","Honda","CM 250 C",1984,"Allround",230
"2251d7100ed259f0ac73ab4751ef3a82","Husaberg","FE 650e",2008,"Enduro / offroad",630
"2255d67bc3d4cdbfdf41ad08fac3e1a5","Jialing","JH600",2011,"Sport",590
"225697f059600dbc860e231412829771","SWM","RS 500 R",2016,"Enduro / offroad",500
"2258d57941fa005eb363fb8cff31cb93","BMW","F 650 GS",2011,"Enduro / offroad",800
"225b49ed4de922eda4c78355c231d526","Husaberg","FE 550 E",2006,"Enduro / offroad",550
"225bed4d10bfc8cc677da3baa2b71e8e","Suzuki","GS 1100 E",1981,"Classic",1070
"226e15f3553e22b78baee21540362d05","Triumph","Thunderbird Sport",1999,"Naked bike",890
"226effcf980b573d47c560dae89339e7","Yamaha","FZ1",2016,"Sport",1000
"227252f135d6aa0953eeaa919f692fda","Moto Guzzi","Guzzi MGS-01 Corsa",2004,"Sport",1260
"2272e9dc48f1f7e802be28770e145b57","Kawasaki","Vulcan 1600 Mean Streak",2008,"Custom / cruiser",1550
"2278bebc600903d5ee65d83579c3f161","Yamaha","FJ 1200 A (ABS) (reduced effect)",1992,"Sport touring",1190
"227e68dbb8156d67a62a8235ba88bbec","Suzuki","GSX-R 1100 (reduced effect)",1988,"Sport touring",1050
"2280eef03662bb26355296dc61681c68","Suzuki","RF 900 RS2",1995,"Sport",940
"22839b354f67552b6ad30e15f9e878f8","Sachs","B-805",2003,"Naked bike",810
"2284e8a0af5c77c2c97b02529642aef0","BMW","R 80 GS",1981,"Allround",800
"2289aaa330e6f91dfbc3841101d167f6","Kawasaki","ZZR 1400",2011,"Sport",1350
"228a4c66c07243c4115ff050f7825eb1","Rewaco","RF1 ST-2",2022,"Custom / cruiser",1500
"228ee4297bfeca63fbf8b07329712698","Honda","VTX 1800 N",2007,"Custom / cruiser",1800
"2290c65d6301b64e233806c381c5a2d1","Harley-Davidson","Road Glide Special",2019,"Touring",1870
"229549f16934ab30581822d21b81c8a5","Suzuki","Skywave 400 Type S",2005,"Scooter",390
"2299df3892dab14ba412e3d8a5c97311","Honda","CB1100",2014,"Classic",1140
"22a59034c5ef9e6c524105040c258d9a","Harley-Davidson","V-Rod Muscle",2017,"Custom / cruiser",1250
"22aa17b1a45f58b4c3a970f11ed1117e","Suzuki","DR 600 R Dakar",1987,"Allround",590
"22ba79f6e20bcb49ff102d4950b744d0","Honda","FJR 1300",2003,"Sport",1300
"22c5e5347628927ce9d0acb7a65fb59f","Hyosung","GV250",2012,"Custom / cruiser",250
"22cc1924dfba4094f626883dd6e99704","Kawasaki","Vulcan  900 Classic",2016,"Custom / cruiser",900
"22ce06ad27a3f03acc4197136b1e0e75","MV Agusta","Agusta F4 SPR",2001,"Sport",750
"22cecc2f67e8c4afb0a60cef8250dca9","Suzuki","VS 1400 Intruder",1992,"Custom / cruiser",1360
"22cf46176bfb631f1074eefe26c639ee","MV Agusta","Agusta Dragster 800 RR SCS",2022,"Naked bike",800
"22d1db6d661cf826ec7a1fb5712a6d57","Husqvarna","WR 250",2008,"Enduro / offroad",250
"22d290495ce7a644e86233831f47961e","Xingyue","XY400Y-2",2011,"Enduro / offroad",390
"22d629ce0d1de6fc98ca82eb7f6e6c08","Husqvarna","TE 610",1995,"Enduro / offroad",580
"22d711c0f0fff151b0a7f830649d5175","Moto Guzzi","Guzzi V7 Café Classic",2009,"Classic",740
"22d9eb21bf91d95cf20de52687ee7811","Buell","Firebolt XB12R",2007,"Naked bike",1200
"22f131f3bb2cabfca1dea3fd631fffb9","Husaberg","FE 500 Enduro",1995,"Enduro / offroad",500
"22f7ab50deca6114e5ec8959df835616","Suzuki","DR Big 750 S",1989,"Enduro / offroad",730
"22f7f3e828e05eef27356d24e6091582","Kawasaki","Ninja 650 ABS",2013,"Sport",650
"22fe90cd99dffffd700573e3fbbfb99e","TM Racing","Racing SMX 530 F Competition",2007,"Super motard",530
"23080da02e0b16e666d450ebd0bafd21","Harley-Davidson","Dyna Fat Bob",2017,"Custom / cruiser",1690
"23083e89dc304e6cba4fad335e53bc74","Husaberg","FC 501",2000,"Enduro / offroad",500
"230a11a0d73fba45031456157d586518","Yamaha","TW200",2020,"Enduro / offroad",200
"232085af611e275bba91c7b078a2fd86","Suzuki","Boulevard C109RT",2009,"Touring",1780
"232422d509a4875af4689b1f2681895b","Yamaha","V Star 1300 Deluxe",2017,"Touring",1300
"232478c63691ed4dba40679b4cd8e85d","Enfield","Bullet 350 Classic",2006,"Classic",350
"232596ca33ec984aea2ae230c2b10d73","MuZ","Skorpion Tour 660",1995,"Naked bike",660
"2325d92fcad8feccf8cca721e239ef20","Harley-Davidson","FXSTC 1340 Softail Custom",1992,"Custom / cruiser",1340
"232680fd8ee4a6f216547cf4aedaafae","Ducati","996 R",2001,"Sport",1000
"23368cec934154ae2a9802bcebe741a5","Honda","CRF 250 R",2006,"Cross / motocross",250
"234400c8170250fbd1023cdaa00a355a","Yamaha","XV 250 Virago (reduced effect)",1989,"Custom / cruiser",250
"23449bd092c806138a75303e7ba8dacd","Yamaha","MT-09",2016,"Naked bike",850
"23497b4247a70e0fb2b717bd9243b9c8","Ducati","750 Monster",1997,"Naked bike",750
"234e5945dece99d39fe49a6e100689e5","Kawasaki","Vulcan 1700 Voyager",2010,"Touring",1700
"23535f98fb90ab0fcf42597484bb0e45","ATK","604 MX",1991,"Cross / motocross",560
"235e389ab94f0dc1fd829f605d87026f","Ural","Gear Up",2017,"Classic",750
"236376c11a9107303c013e7d2d303482","Harley-Davidson","FXRS 1340 SP Low Rider Special Edition (reduced effect)",1989,"Custom / cruiser",1340
"236e34daa3d51efd9ac4c6f2d7ffca0d","Gilera","Runner ST 200",2010,"Scooter",200
"23720aa59a60d19f935bd229d5ab4b18","Suzuki","GSX 750 S Katana",1981,"Sport",750
"23799b290bc9c0f3926feb42dc5d84d1","Ducati","Multistrada 620",2019,"Naked bike",620
"2379b1212b398f089a3908186870bffc","Buell","Blast",2003,"Naked bike",490
"237d92b7da65c0385d6f2828f77129a7","Kawasaki","ZXR 250c",1991,"Sport",250
"23823e453fe71ef6e1f1d7aa096b7f36","Maico","Enduro 500",1990,"Cross / motocross",490
"238357b7fcb29af94c3e743106c550c3","Triumph","Street Triple R",2016,"Naked bike",680
"23841f84484130f2e3d5c65d4bf19c0a","BMW","F 800 GS",2009,"Enduro / offroad",800
"2389a8ea86fdff2cbc5c5ad2272c6caf","Kikker 5150","5150 Hardknock 250 V-Twin",2011,"Classic",250
"2395b886938b68f0c6b5474edc5a9f63","Suzuki","V-Strom 650A",2009,"Allround",650
"239a4ed6f9d19dcdb87f862961cb8822","Yamaha","Star Venture",2018,"Touring",1850
"239a9d1ccdb90b45622f2206ff63f4d4","Yamaha","FJ 600",1984,"Sport touring",600
"239c1e88a65985324fd8a557cdcea6e7","Kawasaki","ZXR 750",1989,"Sport",750
"239e079d76726ea7ee87c0690ccdfc70","Harley-Davidson","FXRS 1340 Low Glide",1985,"Sport touring",1340
"23a629d6f840a528affd947cf648fb57","FB Mondial","Mondial HPS 250 Hipster",2017,"Classic",250
"23aa5ac47374dadd144ab28822a7a03c","Honda","XL 350 R (reduced effect)",1987,"Allround",340
"23af90ac1da50fc65c4cd9e9acf5bbf1","Sherco","250 SE-R",2014,"Enduro / offroad",250
"23b1911831e90a87928012e76920e23e","BMW","HP2 Enduro",2008,"Enduro / offroad",1170
"23b2e1ff81e9b545bdcb26b1c41e46d8","Yamaha","XV 1900 Midnight Star",2006,"Custom / cruiser",1850
"23b8938bfc87706daabce05fa30dcba7","Harley-Davidson","883 Sportster Hugger",1998,"Custom / cruiser",880
"23b945d44235b8a1854200322ffd2cb8","KTM","530 XCR-W ZA",2008,"Enduro / offroad",510
"23b972fe9a9446e1fd4732734678f061","Harley-Davidson","Ultra Limited Low",2017,"Touring",1750
"23c2bd93ab36b799a2d2bc2502a8e92a","Vertemati","SR 600 Motard Racing",2004,"Super motard",600
"23c8bc6033176150438ac3452cb214ba","Honda","VF 750 F",1983,"Sport touring",750
"23d459b8419d286ccaf4b3b2937b3cfe","Yamaha","TDM 850",2001,"Allround",850
"23e48fa865b0fab1926404af6a8a77d4","Ducati","Scrambler Icon Dark",2020,"Allround",800
"23e5735c7068f828f2041b6f1ed2633b","Harley-Davidson","FLH 1340 Electra Glide Belt Drive",1982,"Touring",1340
"23e7a5ebc7f29816a6e14841da5e27f4","Suzuki","GSX250R",2019,"Sport",250
"23ed232aea250617b514ce7532ad4201","Moto Guzzi","Guzzi V 1000 California III",1988,"Custom / cruiser",950
"23f77ef151d6ab4030158642d7852463","Kawasaki","Z800 ABS",2017,"Naked bike",810
"23f7b471398e10f6425ef534132519bd","Moto Guzzi","Guzzi 750 Nevada Club",2001,"Custom / cruiser",740
"23fb8f2f9cb9710af875e53710dac912","Honda","Sabre",2017,"Custom / cruiser",1310
"23fc3a7ebdc8496ef65b51ae529ffcc7","Yamaha","XSR700",2018,"Classic",690
"23ffb4806052b6599467351b56546ce5","Harley-Davidson","FLSTF Fat Boy",2009,"Custom / cruiser",1580
"24051e8b68ccc16d31602c2a1245319a","Kawasaki","Z1000 SX",2015,"Sport touring",1040
"240a41a6279c586fab73b6d1e3ff0410","BMW","G 650 GS",2017,"Enduro / offroad",650
"2412215c40a20fdcf56121f933ed6898","Yamaha","TW200",2012,"Super motard",200
"2414a18d619a3bfa7f608c11e8ece610","Kawasaki","KX 500",1987,"Cross / motocross",500
"241c3432b43998422d36e72cf4c25c04","Yamaha","SR 250 Special",1981,"Allround",240
"241faafc208642dc348ccbde6374fe62","Harley-Davidson","XL 883 Sportster 883",2006,"Custom / cruiser",880
"2420a4bd8676457b0608f88060e53700","Boss Hoss","Hoss BHC-3 ZZ4 SS",2009,"Custom / cruiser",5700
"2424e1e1de422481bf2ca062b0319884","Suzuki","GS 1000 G",1981,"Touring",1000
"24264e942b31ca75098ed627b4bd5a95","Suzuki","Boulevard C90",2009,"Custom / cruiser",1460
"2428e1f499000f9bc9548089e68b4319","Harley-Davidson","FLHX Street Glide",2010,"Touring",1580
"242ea42806dc2f5574c195cde5e5d32d","Ducati","900 SS Super Sport",1991,"Sport",900
"2433977b427eeead616a37489b403db1","Honda","CB1000R",2021,"Naked bike",1000
"2443c2777abe33a1b7bc375e98bba26a","Honda","CRF450X",2017,"Enduro / offroad",450
"24504fc5e98d9c6530cef38da15c79f0","Aprilia","Tuono Fighter 1000",2003,"Naked bike",1000
"2451eec81e0b23d1b322167fbb45aeee","Honda","Reflex ABS",2006,"Scooter",250
"245d87b287dc6ee1b62494536275eba3","Husqvarna","FE450",2014,"Enduro / offroad",450
"245e5e75ec7ef3dc205b3a5bc94cb7bd","Harley-Davidson","XL 53C Sportster Custom 53",2002,"Custom / cruiser",880
"2462857a939f74066ab1f74f826ab5e1","Aprilia","Sportcity 250",2007,"Scooter",240
"246702051cfc606164fb35c2c10b5a22","Hyosung","GT 650 EFI",2009,"Naked bike",650
"246d5a65a97b756ec46358104a409138","Harley-Davidson","Softail Deluxe",2015,"Custom / cruiser",1690
"2474a3a480efc838be03c27371d77abc","Fantic","250E Casa",2019,"Enduro / offroad",250
"2476bceb16c6e98f1879d6fb64dae256","MV Agusta","Agusta F4 1000 S",2004,"Sport",1000
"247881356bcd7b8d9d54fa6e4454e6d2","Suzuki","GSX 750 F",2000,"Sport touring",750
"247a2d8c9f08cfc5fe419a9061c41277","Kawasaki","GTR 1000",1996,"Touring",1000
"247a517eae616ccfd212f7e66b956c5f","Suzuki","GS 850 G",1985,"Sport touring",840
"247cbc74555453b53a81d59ae2c09fc9","KTM","530 EXC SIXDAYS",2011,"Enduro / offroad",510
"24802d407fdf5f46bd45261345f13ebb","Yamaha","XJ 650 Turbo",1983,"Sport",650
"2488cb45880c1cafc5529bfcc6b3ee01","Kawasaki","Ninja ZX-14",2009,"Sport",1350
"248b3ef968d32de0addf310e9b11f28d","Ducati","Monster S4",2003,"Naked bike",920
"248fb113418ab8b1f706e42fb362c75e","Honda","CBR1000RR ABS",2011,"Sport",1000
"2497d79d9681204ecbfb8d38c266eb3f","Honda","CB250F",2015,"Naked bike",250
"24a22812dafc3f655f62565b933a7746","Yamaha","XV 535 Virago",1997,"Custom / cruiser",540
"24a2f4cfa3dbda591cdf7c5e821732a7","Honda","CB 750 C",1981,"Classic",750
"24a859764d61677673ee10716387f586","CCM","604 Supermoto",2001,"Super motard",600
"24aa211e1ce8d877e92b72db046f00c0","Suzuki","GSX 750 S Katana",1982,"Sport touring",750
"24b179d3e6c5e1f271e3f498f12dd907","BMW","R 1200 C",1998,"Custom / cruiser",1170
"24b8b8cf4761774ef355b757a75f06ab","Kawasaki","Ninja ZX-14",2007,"Sport",1350
"24b98d75bed1b9c6c394ef9ef6a29958","Norton","Commando 961 Cafe Racer",2013,"Classic",960
"24bb08b9869a6d57cb7cecb0e6004ff7","Husqvarna","SM 450R",2008,"Super motard",450
"24bc08e46215931044192cebd56be600","Sym","Cruisym 300",2019,"Scooter",280
"24ccfa4e4179a5b4ffb2152d6a8c35eb","Kawasaki","Ninja 650",2017,"Sport",650
"24ceb038e02c99b64ba327866bc563be","Norton","Commando 961 SS Specs",2006,"Naked bike",960
"24d0c53370b8a2504e358b5e6778a844","Ducati","Sport 1000S",2010,"Classic",990
"24db7a5185afb0d647f811e71462f251","Yamaha","YZF-R1",2011,"Sport",1000
"24e39f75df37ddadbd336768521037d6","KTM","690 Duke",2012,"Naked bike",690
"24eba99fab2b6c1b493c909c12a3a65f","Yamaha","Serow 250",2012,"Enduro / offroad",250
"24f2eb1be50d309dc37d86028ca1fc96","BMW","F 800 GS",2010,"Enduro / offroad",800
"24f951473eba9f06bfaada2fa0d83849","BMW","S 1000 RR Sport",2018,"Sport",1000
"24f9e8e0e51e8c702cb61deef931d7f0","BMW","R 100 R",1991,"Sport touring",980
"25003e12b49f92828dcfe92a00689b0d","Ducati","Monster S4R Testastretta",2008,"Naked bike",1000
"2500a539e57c40847d06374242575eb1","Sherco","SM 450i Black Panther",2012,"Enduro / offroad",450
"2503280b6a66f64c9b0b80cf8c0b6c00","Harley-Davidson","FXWG 1340 Wide Glide",1984,"Classic",1340
"25064ad81702fbde25fa373d19930fca","BMW","R 1150 R",2001,"Naked bike",1130
"2507ef469940fd8b15490269608e6a9c","Sym","Joymax  Z 250",2020,"Scooter",250
"250ca003216eceb6fd04cc55f33dad70","Suzuki","GSF 600 S Bandit",2003,"Naked bike",600
"250dfa8bcf35a508180760d4cc0e2cb8","Yamaha","Super Tenere ES",2016,"Super motard",1200
"250faea5c6870aba4a3bddb2ce6ade51","Suzuki","GSX 1300 R Hayabusa Limited",2004,"Sport",1300
"251436fc1359023d50771cb0092938d9","Benelli","Tre 1130K Amazonas",2010,"Naked bike",1130
"25210124e26480882ef1801d16dcec3c","TM Racing","Racing EN 250",2007,"Enduro / offroad",250
"252454e42fd5f046aeb02c244998ac59","Kawasaki","Vulcan  1700 Nomad ABS",2014,"Touring",1700
"25269b079c2189194f13eddbcd2f25d7","Husqvarna","FE 501",2016,"Enduro / offroad",510
"25281551c5a417ae4e21b05a3e12563e","Victory","Jackpot",2013,"Custom / cruiser",1740
"253336e973b85259148c0f78ae40d729","Triumph","TSS",1983,"Classic",740
"253457e09a8138c2a6c76e4b66e9c29c","Ural","Patrol",2013,"Classic",750
"253dcfddc8c59986df057cf67fbb945e","Suzuki","V-Strom 650XT",2019,"Super motard",650
"253de56ebada71f76c679920d47b103d","Suzuki","Boulevard C50",2009,"Custom / cruiser",810
"2540e7279cab039e158055610539ed6f","MV Agusta","Agusta F4 S",2002,"Sport",750
"254de6c616dd59e71201ac91f70cdba8","Kawasaki","Ninja 1000 ABS",2019,"Sport",1040
"25517824ee5176fed16ff5d39237f8f5","Suzuki","RM 250",2007,"Cross / motocross",250
"25557adafb9a21c48ce1b172c508bf3e","Big Bear Choppers","Bear Choppers Devils Advocate ProStreet 100 EFI",2010,"Custom / cruiser",1640
"2557a52f037d6e8f0a5f8815778c2276","Harley-Davidson","Sportster Superlow",2016,"Custom / cruiser",880
"255b856d17940b0e19582d44bbed28ed","Ducati","Scrambler Cafe Racer",2019,"Classic",800
"2564b09e147e4045cd0dcebec899b0d6","Harley-Davidson","Tri Glide Ultra",2014,"Touring",1690
"2567f19dcaabd64c4b7319b83f07e92e","Honda","CB1000R",2011,"Naked bike",1000
"256886c546204783e375dd861fef3969","Yamaha","FZ-07",2016,"Naked bike",690
"2569c44dd7a60edda628587bd26cc0e6","Husaberg","TE 300",2013,"Enduro / offroad",290
"256d0afb9cfedc3b496c6f4ce52e4e23","Jawa","350 Chopper",2001,"Custom / cruiser",350
"256d1e2e18b4b77eddf28ef580730c01","Boss Hoss","Hoss BHC-3 ZZ4 SS",2007,"Custom / cruiser",5700
"2573d81c4be09d30ab70cbc8ddcc4f4e","Harley-Davidson","FXLR 1340 Low Rider Custom (reduced effect)",1989,"Sport touring",1340
"2579b68a7586b063c3e1ba1fe074e689","Suzuki","GSX-R1000 Phantom.",2007,"Sport",1000
"2582d7102cdd46802a9e84c6164b583c","Benelli","Tornado Tre 1130",2008,"Sport",1130
